winner_name,loser_name,ranking_difference,height_difference,age_difference,player1_hand,player2_hand,player1_h2h_win_pct,match_type,player1_recent_win_pct,player2_recent_win_pct,target
Kevin Anderson,Robin Haase,-18.0,12.0,0.9000000000000021,1,1,0.5,1,0.6,0.6,8.0
Marco Chiudinelli,Joao Sousa,8.0,0.0,7.600000000000001,1,1,0.5,0,0.4,0.6,5.0
Janko Tipsarevic,Michael Ryderstedt,-268.0,-8.0,0.3999999999999986,1,0,0.5,1,0.6,0.2,9.0
David Ferrer,Mardy Fish,-2.0,-13.0,-0.3000000000000007,1,1,0.5,1,0.8,0.6,2.0
Philipp Petzschner,Michael Llodra,49.0,-5.0,-3.900000000000002,1,0,1.0,0,0.6,0.6,5.0
Vasek Pospisil,Julio Cesar Campozano,-193.0,6.789933485555451,-4.399999999999999,1,1,0.5,1,0.0,0.2,7.0
Bruno Soares,Ariel Behar,1098.0,0.0,7.699999999999999,1,1,0.5,0,0.5,0.5,8.0
Lleyton Hewitt,Ze Zhang,-209.0,-8.0,9.400000000000002,1,1,0.5,1,0.4,0.0,7.0
Kei Nishikori,Denis Istomin,-18.0,-7.0,-3.3000000000000007,1,1,0.5,1,0.6,0.4,6.0
Marcus Daniell,Jeson Patrombon,-383.0,1.7899334855554514,3.400000000000002,1,1,0.5,0,0.5,0.5,4.0
Duilio Beretta,Victor Estrella,236.0,13.985558157689297,-11.599999999999998,1,1,0.5,1,1.0,0.4,6.0
Diego Galeano,David Souto,269.0,0.7754916432447487,0.1999999999999993,1,0,0.5,1,0.8,1.0,5.0
Alexander Blom,Marcelo Arevalo,1264.0,-6.014441842310703,3.1000000000000014,1,1,0.5,1,0.6,0.4,1.0
Chris Brandi,Johann Coles,-58.0,0.7754916432447487,7.700000000000003,1,1,0.5,0,0.5,0.5,5.0
Young Jun Kim,Yasir Khan,-1705.0,0.7754916432447487,9.100000000000001,1,1,0.5,0,0.0,0.0,12.0
Danai Udomchoke,Christopher Rungkat,-262.0,-2.0,8.400000000000002,1,1,0.5,1,0.6,0.8,11.0
Bruno Abdel Nour,Nicholas Sayer,-1024.0,0.7754916432447487,1.0,1,1,0.5,0,0.5,1.0,10.0
Shahin Khaledan,Cyril Jacobe,-1070.0,0.7754916432447487,-7.199999999999999,1,1,0.5,0,0.3333333333333333,0.0,4.0
Andy Murray,Gilles Muller,-77.0,-2.0,-4.0,1,0,0.5,1,0.8,0.8,10.0
Attila Balazs,Uladzimir Ignatik,71.0,-3.0,1.8000000000000007,1,1,0.5,1,1.0,0.8,5.0
Amer Delic,Jurgen Zopp,52.0,6.0,5.800000000000001,1,1,0.5,1,0.4,0.6,6.0
Andis Juska,Frederik Nielsen,204.0,-3.0144418423107027,-1.6999999999999993,1,1,0.5,1,0.4,0.6,11.0
Conor Niland,Malek Jaziri,-120.0,0.0,2.3000000000000007,1,1,0.5,1,0.6,0.4,9.0
Marcos Baghdatis,Dimitar Kutrovsky,-554.0,8.0,2.1999999999999993,1,1,0.5,1,0.6,0.6666666666666666,3.0
Hicham Khaddari,Julius Tverijonas,-1234.0,-1.0144418423107027,2.8000000000000007,1,1,0.5,0,0.5,0.5,5.0
Konstantinos Economidis,Benjamin Balleret,1620.0,3.0,5.200000000000003,1,1,1.0,0,0.4,0.8,4.0
Simone Bolelli,Grega Zemlja,-18.0,0.0,1.0,1,1,0.5,0,0.6,0.4,5.0
Stan Wawrinka,Leonardo Tavares,-296.0,-2.0,-1.1000000000000014,1,1,0.5,0,0.4,0.4,7.0
Viktor Troicki,Robert Lindstedt,-2143.0,3.0,-8.900000000000002,1,1,0.5,1,0.6,0.0,-1.0
Jo-Wilfried Tsonga,Philipp Kohlschreiber,-28.0,10.0,-1.5,1,1,0.6666666666666666,0,0.8,0.6,2.0
Philip Bester,Ivan Endara,-268.0,1.7899334855554514,-0.6000000000000014,1,1,0.5,1,0.0,0.2,7.0
Rogerio Dutra Silva,Martin Cuevas,-499.0,-13.0,8.0,1,1,0.5,0,0.25,0.0,4.0
Go Soeda,Sarvar Ikramov,-821.0,-8.210066514444549,0.40000000000000213,1,1,0.5,0,0.4,0.0,8.0
Artem Sitak,Cecil Mamiit,-1779.0,12.0,-9.7,1,1,0.5,0,0.5,0.2,4.0
Rafael Arevalo,Martijn Van Haasteren,-848.0,-6.210066514444549,-5.900000000000002,1,1,0.5,1,0.2,0.6,11.0
Gonzales Austin,Gabriel Flores Ruiz,-58.0,0.7754916432447487,-0.6999999999999993,0,1,0.5,0,0.0,1.0,2.0
Kittipong Wachiramanowong,Elbert Sie,-655.0,-3.2100665144445486,-2.8000000000000007,1,1,0.5,1,0.6,0.4,1.0
Coenie Van Wyk,Romain Radwan,-58.0,0.7754916432447487,4.799999999999997,1,0,0.5,0,0.5,0.5,7.0
West Nott,Rouzbeh Kamran,308.0,0.7754916432447487,1.1999999999999993,1,1,0.5,0,0.6666666666666666,0.5,5.0
James Ward,Mike Vermeer,-784.0,3.7899334855554514,5.699999999999999,1,1,0.5,0,0.2,0.0,8.0
Adam Kellner,Sergey Betov,-115.0,1.9855581576892973,1.1999999999999993,1,1,0.5,1,0.4,0.0,14.0
Vladimir Ivanov,Tomislav Brkic,567.0,1.9855581576892973,2.8999999999999986,1,1,0.5,0,0.3333333333333333,0.5,2.0
Martin Pedersen,Martins Podzus,-58.0,-1.0144418423107027,7.0,1,1,0.5,1,0.4,0.0,11.0
Barry King,Anis Ghorbel,-1146.0,0.7754916432447487,4.299999999999997,1,1,0.5,1,0.3333333333333333,0.0,10.0
Dimitar Kuzmanov,Christopher Koutrouzas,-1221.0,-3.2100665144445486,-5.600000000000001,1,1,0.5,0,0.0,0.0,9.0
Yassine Idmbarek,Julius Gotovskis,-1374.0,0.7754916432447487,6.100000000000001,1,1,0.5,0,1.0,0.5,1.0
Theodoros Angelinos,Jean Rene Lisnard,48.0,13.985558157689297,-4.699999999999999,1,1,0.5,0,0.0,0.4,6.0
Diego Junqueira,Igor Andreev,26.0,-7.0,2.6000000000000014,0,1,0.0,0,0.0,0.4,0.0
Victor Hanescu,Gael Monfils,57.0,5.0,5.099999999999998,1,1,0.5,0,0.4,0.6,-1.0
Jonathan Dasnieres De Veigy,Andreas Vinciguerra,-452.0,-5.0,-5.800000000000001,0,0,0.5,0,0.0,0.2,3.0
Pavol Cervenak,Mischa Zverev,183.0,1.0,0.1999999999999993,1,0,0.5,0,0.5,0.0,4.0
Potito Starace,Julian Reister,-105.0,0.0,4.699999999999999,1,1,0.5,0,0.2,0.0,4.0
Sergiy Stakhovsky,Jaroslav Pospisil,-86.0,18.0,-4.899999999999999,1,1,0.5,0,0.2,0.0,3.0
Teymuraz Gabashvili,Michael Yani,-96.0,0.0,-4.399999999999999,1,1,0.5,0,0.4,0.6,3.0
Federico Delbonis,Florian Mayer,220.0,3.0,-7.0,0,1,0.5,0,0.0,0.4,7.0
Blaz Kavcic,Julien Benneteau,-27.0,3.0,-5.199999999999999,1,1,0.5,0,0.0,0.6,2.0
Mikhail Youzhny,Philipp Petzschner,-59.0,-2.0,1.8000000000000007,1,1,0.6666666666666666,0,0.6,0.6,6.0
Juan Monaco,Carlos Berlocq,-34.0,2.0,-1.1999999999999993,1,1,1.0,0,0.4,0.4,4.0
Juan Carlos Ferrero,Bastian Knittel,-99.0,3.0,3.5,1,0,0.5,0,0.6,0.0,6.0
Ruben Ramirez Hidalgo,Andrey Golubev,96.0,3.0,9.600000000000001,1,1,0.5,0,0.2,0.0,8.0
Benoit Paire,Evgeny Donskoy,-28.0,11.0,1.0,1,1,0.5,0,0.0,0.2,5.0
Michael Ryderstedt,Maximo Gonzalez,221.0,15.0,-1.2999999999999972,0,1,0.5,0,0.2,0.0,2.0
Marcel Granollers,Andreas Seppi,15.0,1.0,-2.1000000000000014,1,1,0.5,0,0.2,0.8,5.0
Guillermo Olaso,Antonio Veic,-14.0,-5.0,-0.10000000000000142,1,1,0.5,0,0.5,0.4,7.0
Cedrik Marcel Stebe,Nikolay Davydenko,168.0,5.0,-9.400000000000002,0,1,0.5,0,0.0,0.2,4.0
Filippo Volandri,Tommy Robredo,54.0,3.0,0.6999999999999993,1,1,0.0,0,0.2,0.4,2.0
Fabio Fognini,Robin Kern,-1104.0,-10.0,6.400000000000002,1,1,0.5,0,0.8,0.5,7.0
Andreas Haider Maurer,Mikhail Kukushkin,7.0,7.0,0.8000000000000007,1,1,0.5,0,0.4,0.2,6.0
Pablo Andujar,Victor Crivoi,-140.0,-5.0,-3.700000000000003,1,1,0.5,0,0.2,0.4,9.0
Pere Riba,Christian Lindell,-217.0,-10.0,3.599999999999998,1,1,0.5,0,0.2,0.0,6.0
Albert Montanes,Gilles Simon,23.0,-8.0,4.100000000000001,1,1,0.3333333333333333,0,0.6,0.4,3.0
Robin Soderling,Diego Junqueira,-96.0,15.0,-3.6000000000000014,1,0,0.5,0,0.6,0.2,11.0
Guillermo Garcia Lopez,Radek Stepanek,-19.0,3.0,-4.5,1,1,0.0,0,0.4,0.4,8.0
Potito Starace,Jonathan Dasnieres De Veigy,-224.0,13.0,5.399999999999999,1,0,0.5,0,0.4,0.5,9.0
Lukasz Kubot,Daniel Gimeno Traver,9.0,6.0,3.200000000000003,1,1,1.0,0,0.6,0.2,2.0
Tomas Berdych,Teymuraz Gabashvili,-130.0,11.0,-0.3000000000000007,1,1,0.5,0,0.6,0.6,8.0
Jeremy Chardy,Tobias Kamke,-30.0,8.0,-0.7000000000000028,1,1,0.5,0,0.2,0.6,6.0
Blaz Kavcic,Juan Monaco,36.0,3.0,-2.8999999999999986,1,1,0.5,0,0.2,0.6,0.0
Santiago Giraldo,Jurgen Melzer,49.0,5.0,-6.5,1,0,0.0,0,0.4,0.6,4.0
Michael Ryderstedt,Ruben Ramirez Hidalgo,169.0,5.0,-6.899999999999999,0,1,0.5,0,0.4,0.4,6.0
Pavol Cervenak,Victor Hanescu,223.0,-7.0,-5.899999999999999,1,1,0.5,0,0.6666666666666666,0.4,4.0
Nicolas Almagro,Guillermo Olaso,-168.0,8.0,2.6000000000000014,1,1,0.5,0,0.4,1.0,7.0
Federico Delbonis,Sergiy Stakhovsky,195.0,0.0,-4.800000000000001,0,1,0.5,0,0.2,0.4,5.0
Andreas Haider Maurer,Filippo Volandri,-13.0,7.0,-5.5,1,1,0.5,0,0.6,0.4,4.0
Juan Carlos Ferrero,Mikhail Youzhny,68.0,0.0,2.3999999999999986,1,1,0.5,0,0.6,0.8,7.0
David Ferrer,Pere Riba,-65.0,-8.0,6.0,1,1,0.5,0,0.8,0.4,5.0
Marcel Granollers,Benoit Paire,-74.0,-5.0,3.099999999999998,1,1,1.0,0,0.4,0.2,4.0
Robin Soderling,Potito Starace,-46.0,5.0,-3.0,1,1,0.5,0,0.6,0.6,5.0
Cedrik Marcel Stebe,Fabio Fognini,158.0,5.0,-3.400000000000002,0,1,0.5,0,0.3333333333333333,0.8,3.0
Tomas Berdych,Blaz Kavcic,-71.0,8.0,1.5,1,1,1.0,0,0.8,0.4,7.0
Pablo Andujar,Albert Montanes,14.0,5.0,-5.200000000000003,1,1,0.3333333333333333,0,0.2,0.6,1.0
Nicolas Almagro,Michael Ryderstedt,-297.0,-5.0,-0.8000000000000007,1,0,0.5,0,0.6,0.4,3.0
Lukasz Kubot,Guillermo Garcia Lopez,31.0,3.0,1.0,1,1,0.0,0,0.8,0.4,3.0
David Ferrer,Andreas Haider Maurer,-68.0,-15.0,4.899999999999999,1,1,0.5,0,0.8,0.6,10.0
Santiago Giraldo,Jeremy Chardy,3.0,0.0,-0.7999999999999972,1,1,0.0,0,0.6,0.4,-1.0
Robin Soderling,Tomas Berdych,-3.0,-3.0,1.0999999999999979,1,1,0.6666666666666666,0,0.8,0.8,11.0
Federico Delbonis,Pavol Cervenak,-47.0,2.0,-3.3000000000000007,0,1,0.5,0,0.4,0.75,9.0
David Ferrer,Nicolas Almagro,-8.0,-8.0,3.3999999999999986,1,1,1.0,0,0.8,0.8,8.0
Juan Carlos Ferrero,Marcel Granollers,33.0,-8.0,6.199999999999999,1,1,1.0,0,0.6,0.6,5.0
Robin Soderling,David Ferrer,-1.0,18.0,-2.3000000000000007,1,1,0.6,0,0.8,1.0,8.0
Pablo Andujar,Cedrik Marcel Stebe,-142.0,-3.0,4.699999999999999,1,0,0.5,0,0.4,0.5,9.0
Lukasz Kubot,Santiago Giraldo,8.0,3.0,5.5,1,1,1.0,0,0.8,0.6,3.0
Juan Carlos Ferrero,Federico Delbonis,-155.0,-10.0,10.7,1,0,0.5,0,0.6,0.6,1.0
Pablo Andujar,Lukasz Kubot,-14.0,-11.0,-3.700000000000003,1,1,0.0,0,0.6,0.8,1.0
Juan Carlos Ferrero,Pablo Andujar,30.0,3.0,6.0,1,1,0.0,0,0.8,0.8,8.0
Albert Ramos,Adrian Mannarino,32.0,8.0,0.3999999999999986,0,0,0.5,0,0.4,0.4,6.0
Nicolas Mahut,Ricardas Berankis,-18.0,16.0,8.399999999999999,1,1,0.5,0,0.4,0.6,5.0
Radek Stepanek,Andreas Beck,-75.0,-5.0,7.200000000000003,1,0,1.0,0,0.4,0.2,3.0
Tatsuma Ito,Michael Berrer,22.0,-13.0,-7.899999999999999,1,0,0.5,0,0.2,0.2,3.0
Jarkko Nieminen,Santiago Giraldo,-7.0,-3.0,6.299999999999997,0,1,0.5,0,0.2,0.4,5.0
Somdev Devvarman,Ryan Sweeting,2.0,-16.0,2.3999999999999986,1,1,0.5,0,0.4,0.2,1.0
Sergiy Stakhovsky,Maximo Gonzalez,-47.0,20.0,-2.3999999999999986,1,1,0.5,0,0.4,0.0,7.0
Ryan Harrison,Yuichi Sugita,-51.0,12.0,-3.6999999999999993,1,1,0.5,0,0.2,0.2,6.0
Carlos Berlocq,Robin Haase,26.0,-8.0,4.199999999999999,1,1,0.0,0,0.2,0.6,8.0
Lleyton Hewitt,Phillip Simmonds,-254.0,-6.210066514444549,5.199999999999999,1,1,0.5,0,0.4,0.5,4.0
Julian Reister,Denis Istomin,85.0,3.0,0.3999999999999986,1,1,0.0,0,0.0,0.4,5.0
Rajeev Ram,Grigor Dimitrov,213.0,2.0,7.199999999999999,1,1,0.5,0,0.2,0.4,4.0
Bastian Knittel,Ivan Dodig,146.0,-3.0,1.3999999999999986,0,1,0.5,0,0.0,0.6,5.0
Marinko Matosevic,Igor Kunitsyn,108.0,14.0,-3.8000000000000007,1,1,0.5,0,0.0,0.4,5.0
Tobias Kamke,Pere Riba,18.0,-3.0,1.9000000000000021,1,1,1.0,0,0.6,0.2,10.0
Yen Hsun Lu,Matthias Bachinger,-2.0,-8.0,3.6999999999999993,1,1,0.5,0,0.4,0.2,3.0
Marsel Ilhan,Philipp Petzschner,39.0,6.0,-3.1999999999999993,1,1,0.5,0,0.4,0.4,3.0
James Blake,Ernests Gulbis,10.0,-5.0,8.7,1,1,0.0,0,0.4,0.2,3.0
Juan Monaco,Simone Bolelli,-77.0,2.0,1.6000000000000014,1,1,1.0,0,0.6,0.6,5.0
Gilles Muller,Alex Bogomolov Jr,19.0,15.0,-0.09999999999999787,0,1,0.5,0,0.6,0.6,4.0
Philipp Kohlschreiber,Andrey Golubev,-3.0,-2.0,3.8000000000000007,1,1,1.0,0,0.4,0.0,5.0
Robby Ginepri,Tommy Haas,-216.0,-5.0,-4.5000000000000036,1,1,0.5,0,0.4,0.2,4.0
Lukas Rosol,Potito Starace,18.0,5.0,-4.100000000000001,1,1,0.5,0,0.6,0.6,6.0
Michael Russell,Donald Young,-21.0,-10.0,11.300000000000004,1,0,0.5,0,0.2,0.4,9.0
Pablo Andujar,Julien Benneteau,-65.0,-5.0,-4.100000000000001,1,1,1.0,0,0.8,0.4,8.0
Mardy Fish,Nicolas Mahut,-88.0,-3.0,0.20000000000000284,1,1,1.0,0,0.4,0.4,6.0
Cedrik Marcel Stebe,Juan Carlos Ferrero,104.0,0.0,-10.7,0,1,0.5,0,0.4,1.0,7.0
Somdev Devvarman,Tatsuma Ito,-38.0,0.0,3.299999999999997,1,1,0.5,0,0.6,0.4,8.0
Victor Crivoi,Guillermo Olaso,27.0,10.0,5.800000000000001,1,1,0.5,0,0.2,0.5,5.0
Ryan Harrison,Xavier Malisse,80.0,0.0,-11.799999999999997,1,1,0.5,0,0.4,0.6,3.0
Daniel Gimeno Traver,Marcel Granollers,22.0,-6.0,0.6999999999999993,1,1,0.5,0,0.2,0.4,3.0
Rajeev Ram,Lleyton Hewitt,98.0,13.0,-3.0,1,1,0.5,0,0.4,0.6,2.0
Gael Monfils,Albert Ramos,-76.0,5.0,1.4000000000000021,1,0,0.5,0,0.6,0.6,6.0
Yen Hsun Lu,Marinko Matosevic,-84.0,-14.0,2.0,1,1,0.5,0,0.6,0.2,6.0
Radek Stepanek,Andreas Seppi,18.0,-5.0,5.200000000000003,1,1,1.0,0,0.4,0.6,7.0
John Isner,James Blake,-56.0,23.0,-5.300000000000001,1,1,0.5,0,1.0,0.4,2.0
Jarkko Nieminen,Alexandr Dolgopolov,28.0,5.0,7.299999999999997,0,1,0.5,0,0.4,0.2,0.0
Gilles Muller,Robby Ginepri,-287.0,10.0,-0.5999999999999979,0,1,0.5,0,0.6,0.4,1.0
Gilles Simon,Sergiy Stakhovsky,-27.0,-10.0,1.0,1,1,1.0,0,0.4,0.6,9.0
Kevin Anderson,Michael Russell,-68.0,30.0,-8.100000000000001,1,1,0.0,0,0.6,0.4,7.0
Mikhail Youzhny,Carlos Berlocq,-63.0,0.0,0.6000000000000014,1,1,0.5,0,0.6,0.4,3.0
Mardy Fish,Somdev Devvarman,-59.0,8.0,3.200000000000003,1,1,1.0,0,0.4,0.6,5.0
Julian Reister,Guillermo Garcia Lopez,118.0,0.0,-2.900000000000002,1,1,0.5,0,0.2,0.4,5.0
Ryan Harrison,Rajeev Ram,-152.0,-8.0,-8.2,1,1,0.5,0,0.6,0.6,4.0
Marin Cilic,Bastian Knittel,-155.0,18.0,-5.099999999999998,1,0,0.5,0,0.4,0.3333333333333333,4.0
John Isner,Yen Hsun Lu,-50.0,28.0,-1.6999999999999993,1,1,0.5,0,1.0,0.8,9.0
Tobias Kamke,Juan Ignacio Chela,69.0,-10.0,-6.699999999999999,1,1,0.5,0,0.6,0.6,7.0
Gilles Muller,Kevin Anderson,48.0,-10.0,3.0,0,1,0.0,0,0.6,0.8,2.0
Florian Mayer,Marsel Ilhan,-97.0,-1.0,3.599999999999998,1,1,0.5,0,0.2,0.6,3.0
Mardy Fish,Ryan Harrison,-111.0,3.0,10.5,1,1,0.5,0,0.4,0.6,6.0
Juan Monaco,Janko Tipsarevic,19.0,5.0,0.3000000000000007,1,1,1.0,0,0.8,0.6,6.0
John Isner,Gilles Muller,-47.0,15.0,-1.9000000000000021,1,0,1.0,0,1.0,0.8,6.0
Philipp Kohlschreiber,Albert Montanes,-6.0,3.0,-2.900000000000002,1,1,0.5,0,0.4,0.4,6.0
Mardy Fish,John Isner,-26.0,-20.0,3.400000000000002,1,1,0.6666666666666666,0,0.6,1.0,2.0
Nicolas Almagro,Lukas Rosol,-57.0,-10.0,0.0,1,1,0.5,0,0.6,0.6,4.0
Fernando Verdasco,Pablo Andujar,-22.0,8.0,2.200000000000003,0,1,0.5,0,0.6,0.8,7.0
Cedrik Marcel Stebe,Nikolay Davydenko,139.0,5.0,-9.400000000000002,0,1,1.0,0,0.6,0.2,4.0
Fabio Fognini,Victor Crivoi,-156.0,-7.0,-5.0,1,1,0.5,0,0.6,0.4,7.0
Jurgen Melzer,Daniel Gimeno Traver,-57.0,-2.0,4.200000000000003,0,1,0.6666666666666666,0,0.4,0.2,6.0
Gael Monfils,Radek Stepanek,-50.0,8.0,-7.800000000000001,1,1,0.6,0,0.6,0.4,4.0
Gilles Simon,Jarkko Nieminen,-37.0,-2.0,-3.3999999999999986,1,0,0.0,0,0.6,0.6,0.0
Mikhail Youzhny,Julian Reister,-138.0,-5.0,3.8000000000000007,1,1,0.5,0,0.6,0.4,6.0
Marin Cilic,Tobias Kamke,-58.0,18.0,-2.3000000000000007,1,1,0.5,0,0.6,0.6,4.0
Florian Mayer,Juan Monaco,-22.0,5.0,0.3999999999999986,1,1,1.0,0,0.4,0.8,4.0
Nicolas Almagro,Philipp Kohlschreiber,-29.0,5.0,-1.8000000000000007,1,1,0.3333333333333333,0,0.6,0.4,5.0
Fernando Verdasco,Cedrik Marcel Stebe,-146.0,5.0,6.900000000000002,0,0,0.5,0,0.6,0.8,6.0
Jurgen Melzer,Fabio Fognini,-26.0,5.0,6.0,0,1,1.0,0,0.6,0.8,7.0
Gilles Simon,Gael Monfils,11.0,-10.0,1.6999999999999993,1,1,1.0,0,0.6,0.6,5.0
Mikhail Youzhny,Marin Cilic,-15.0,-15.0,6.199999999999999,1,1,0.8,0,0.6,0.6,2.0
Nicolas Almagro,Florian Mayer,-6.0,-7.0,-1.8000000000000007,1,1,0.6666666666666666,0,0.8,0.4,2.0
Fernando Verdasco,Jurgen Melzer,10.0,5.0,-2.5,0,0,0.75,0,0.6,0.6,1.0
Gilles Simon,Mikhail Youzhny,1.0,0.0,-2.5,1,1,0.125,0,0.6,0.8,5.0
Nicolas Almagro,Fernando Verdasco,-8.0,-5.0,-1.7000000000000028,1,0,0.3333333333333333,0,0.8,0.8,7.0
Gilles Simon,Nicolas Almagro,4.0,0.0,0.6000000000000014,1,1,1.0,0,0.8,0.8,2.0
Jarkko Nieminen,Victor Hanescu,-10.0,-13.0,0.0,0,1,0.0,0,0.4,0.4,6.0
Gilles Muller,Steve Johnson,-494.0,5.0,6.699999999999999,0,1,0.5,0,0.6,0.0,1.0
Potito Starace,Thiemo De Bakker,-45.0,-5.0,7.199999999999999,1,1,0.5,0,0.6,0.2,8.0
Daniel Gimeno Traver,Steve Darcis,-28.0,7.0,-1.4000000000000021,1,1,0.5,0,0.2,0.6,2.0
Ryan Sweeting,Somdev Devvarman,3.0,16.0,-2.3999999999999986,1,1,0.0,0,0.2,0.6,3.0
Olivier Rochus,Sergiy Stakhovsky,31.0,-25.0,5.0,1,1,1.0,0,0.8,0.4,4.0
Feliciano Lopez,Michael Lammer,-341.0,3.0,0.5,0,1,0.5,0,0.8,0.4,4.0
Igor Kunitsyn,Fernando Gonzalez,-237.0,-3.0,-1.0999999999999979,1,1,0.0,0,0.2,0.6,5.0
Fabio Fognini,Rui Machado,-47.0,0.0,-3.099999999999998,1,1,0.5,0,0.6,0.0,5.0
Frederico Gil,Joao Souza,-19.0,-20.0,3.1999999999999993,1,1,0.5,0,0.0,0.4,3.0
Yen Hsun Lu,Robby Ginepri,-294.0,-3.0,-0.8000000000000007,1,1,1.0,0,0.6,0.4,4.0
Robin Haase,Simone Vagnozzi,-140.0,18.0,-3.8000000000000007,1,1,0.5,0,0.4,0.6,5.0
Julien Benneteau,Lukas Rosol,45.0,-8.0,3.5,1,1,0.5,0,0.2,0.6,6.0
Ryan Harrison,Ricardas Berankis,-24.0,10.0,-1.8000000000000007,1,1,0.5,0,0.6,0.4,4.0
Diego Junqueira,Antonio Veic,-95.0,-2.0,7.100000000000001,0,1,0.5,0,0.2,0.4,4.0
Matthias Bachinger,Pablo Andujar,42.0,8.0,-1.1999999999999993,1,1,0.5,0,0.2,0.6,7.0
Michael Russell,Dmitry Tursunov,64.0,-12.0,4.600000000000001,1,1,0.0,0,0.2,0.8,9.0
Andreas Seppi,Dusan Lajovic,-221.0,7.0,6.399999999999999,1,1,0.5,0,0.4,0.2,6.0
Santiago Giraldo,Guillermo Garcia Lopez,24.0,0.0,-4.5,1,1,0.5,0,0.4,0.4,7.0
Grigor Dimitrov,Tommy Haas,-522.0,3.0,-13.199999999999996,1,1,0.5,0,0.4,0.2,7.0
Tommy Robredo,Ruben Ramirez Hidalgo,-102.0,-3.0,-4.300000000000001,1,1,1.0,0,0.4,0.4,7.0
Andreas Haider Maurer,Yann Marti,-568.0,17.0,1.1999999999999993,1,1,0.5,0,0.6,0.0,7.0
Alex Bogomolov Jr,Greg Jones,-158.0,-12.0,5.800000000000001,1,1,0.5,0,0.4,0.0,8.0
Carlos Berlocq,Blaz Kavcic,8.0,-5.0,4.099999999999998,1,1,0.5,0,0.2,0.4,3.0
Denis Istomin,Martin Fischer,-118.0,5.0,-0.1999999999999993,1,1,0.5,0,0.4,0.2,2.0
Alejandro Falla,Laurynas Grigelis,-151.0,2.0,7.700000000000003,0,1,0.5,0,0.4,0.4,6.0
Juan Carlos Ferrero,Maximo Gonzalez,-24.0,10.0,3.3999999999999986,1,1,1.0,0,0.8,0.0,0.0
Marcel Granollers,Stephane Bohli,-148.0,6.0,-2.8000000000000007,1,1,0.5,0,0.4,0.0,11.0
Ernests Gulbis,Xavier Malisse,43.0,5.0,-8.2,1,1,0.5,0,0.0,0.6,0.0
Albert Ramos,Ivan Dodig,42.0,5.0,-3.0,0,1,0.5,0,0.4,0.4,3.0
Igor Andreev,Mischa Zverev,-36.0,-5.0,4.100000000000001,1,0,0.5,0,0.4,0.0,7.0
Daniel Kosakowski,Tim Smyczek,271.0,10.0,-4.100000000000001,1,1,0.5,0,0.5,0.2,4.0
Gianluca Naso,Mate Delic,-1899.0,-3.0,6.699999999999999,1,1,0.5,0,0.0,0.5,6.0
Peter Luczak,Alexander Sadecky,-153.0,-10.0,7.800000000000001,1,0,0.5,0,0.0,0.5,1.0
James Blake,Michael Berrer,4.0,-8.0,0.5,1,0,0.5,0,0.4,0.2,7.0
Filippo Volandri,Mate Pavic,-978.0,-8.0,11.8,1,0,0.5,0,0.4,0.5,8.0
Nicolas Almagro,Jarkko Nieminen,-43.0,-2.0,-4.100000000000001,1,0,1.0,0,0.8,0.6,4.0
Mardy Fish,Gilles Muller,-62.0,-5.0,1.4000000000000021,1,0,0.5,0,0.8,0.8,6.0
Potito Starace,Juan Ignacio Chela,33.0,-2.0,-1.8999999999999986,1,1,0.6666666666666666,0,0.6,0.4,2.0
Feliciano Lopez,Daniel Gimeno Traver,-43.0,3.0,3.900000000000002,0,1,0.5,0,0.8,0.4,5.0
Igor Kunitsyn,Ryan Sweeting,-5.0,-16.0,5.800000000000001,1,1,0.5,0,0.4,0.4,2.0
Fabio Fognini,Olivier Rochus,-36.0,10.0,-6.399999999999999,1,1,1.0,0,0.6,0.8,7.0
Fernando Verdasco,Frederico Gil,-73.0,15.0,1.3000000000000007,0,1,1.0,0,0.6,0.2,7.0
Yen Hsun Lu,Marcos Baghdatis,51.0,-3.0,1.7999999999999972,1,1,0.0,0,0.6,0.8,5.0
Marin Cilic,Robin Haase,-21.0,7.0,-1.5,1,1,1.0,0,0.4,0.4,3.0
Julien Benneteau,Matthias Bachinger,22.0,-3.0,5.199999999999999,1,1,0.5,0,0.4,0.4,4.0
Ryan Harrison,Michael Russell,-16.0,12.0,-14.000000000000004,1,1,0.5,0,0.8,0.4,5.0
Andreas Seppi,Diego Junqueira,-57.0,12.0,-3.1000000000000014,1,0,0.5,0,0.4,0.4,7.0
Andreas Haider Maurer,Santiago Giraldo,9.0,2.0,0.6999999999999993,1,1,0.5,0,0.6,0.6,3.0
Alex Bogomolov Jr,Grigor Dimitrov,7.0,-13.0,8.099999999999998,1,1,0.5,0,0.6,0.4,5.0
Carlos Berlocq,Tommy Robredo,47.0,3.0,-0.8000000000000007,1,1,0.5,0,0.4,0.4,0.0
Mikhail Youzhny,Denis Istomin,-66.0,-2.0,4.199999999999999,1,1,0.0,0,0.6,0.4,7.0
Thomaz Bellucci,Alejandro Falla,-58.0,3.0,-4.100000000000001,0,0,0.5,0,0.6,0.4,11.0
Juan Carlos Ferrero,Ivan Ljubicic,41.0,-10.0,-0.8999999999999986,1,1,1.0,0,0.8,0.6,0.0
Marcel Granollers,Igor Andreev,-33.0,6.0,-2.8000000000000007,1,1,0.0,0,0.6,0.4,8.0
