playerA_market_prob,bookie_margin,log_target,playerA_points_won_pct,minutes,playerA,playerB,pseudo_date
-0.40185775269236695,1.0419737842089472,0,0.4343,59.0,Robin Soderling,Ivan Ljubicic,2004-01-07
-0.40185775269236695,1.0419737842089472,0,0.3488,56.0,Kenneth Carlsen,Tommy Robredo,2004-01-07
0.9717989456590919,-0.957053207543356,1,0.5922,67.0,Sebastien Grosjean,Bohdan Ulihrach,2004-01-07
-0.40185775269236695,1.0419737842089472,1,0.5405,105.0,Thomas Johansson,Arnaud Clement,2004-01-07
-0.7420452169149768,0.7737060926750878,0,0.4609,77.0,Juan Ignacio Chela,Tim Henman,2004-01-07
0.17664531993551238,0.8688978541871026,0,0.3854,53.0,Nicolas Lapentti,Michael Llodra,2004-01-07
-0.16077639254545,0.8688978541871026,1,0.5603,66.0,Igor Andreev,David Ferrer,2004-01-07
0.07569538136538875,0.9035130401914713,0,0.4581,113.0,Mikhail Youzhny,Sargis Sargsian,2004-01-07
-1.4390146558100796,0.5140921976423211,0,0.3563,51.0,Harel Levy,Paradorn Srichaphan,2004-01-07
0.27298567226955783,0.6179377556554282,1,0.5392,136.0,Vincent Spadea,Wayne Arthurs,2004-01-07
-1.2970393997388547,-0.42051782447563796,0,0.5045,139.0,Paul Goldstein,Carlos Moya,2004-01-08
0.27298567226955783,0.6179377556554282,0,0.4175,52.0,Raemon Sluiter,Todd Reid,2004-01-08
0.41772668008242964,1.0419737842089472,1,0.5401,77.0,Jarkko Nieminen,Davide Sanguinetti,2004-01-08
-1.0582628327099772,-0.4897481964843765,0,0.4161,82.0,Prakash Amritraj,Thierry Ascione,2004-01-08
-0.7420452169149768,0.7737060926750878,1,0.6354,54.0,Cyril Saulnier,Greg Rusedski,2004-01-08
1.3636137757257836,0.8775516506881951,1,0.6053,83.0,Sjeng Schalken,Julian Knowle,2004-01-08
0.5043869013207097,0.3842852501259388,1,0.5154,152.0,Felix Mantilla,John Van Lottum,2004-01-08
-0.25711674487949515,0.6179377556554282,0,0.4043,57.0,Alberto Martin,Dominik Hrbaty,2004-01-08
0.5043869013207097,0.3842852501259388,0,0.4559,99.0,Jonas Bjorkman,Agustin Calleri,2004-01-08
